NEC;U.S.;Sigla Órgão;Nome Órgão;Localização;Identificador;N.º Série;Tipo Equipamento;Classe;Marca;Modelo;Fornecedor;Valor (R$);Aquisição;Núm. Doc. da Aquisição;Nota Fiscal;Garantia;Data Desativação;Desativado;Parecer Desativação;Permitir O.S.;Baixado;Contrato;Equipamento Crítico;Equipamento Próprio;Descrição Complementar;N.º Quebras;N.º Serviço Externo;N.º Peças Utilizadas;Custo Serviço Externo (R$);Custo Peça (R$);Vida Útil;Indisponibilidade (dias);Última MP
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;RESSONÂNCIA;HCPE-0922,406.556;EL74035700;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;MINDRAY;BENEHEART D-3;SAFE SUPORTE A VIDA E COMERCIO INTERNACIONAL LTDA;23500.0;2017-07-20 00:00:00;37/17;15048;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"GEL
CABO DE FORÇA
BOBINA PAPEL
ELETRODOS
PÁS
CABO TRONCO ECG
CABO ECG 3/5 VIAS
BATERIA
CABO P/ PAS
MANUAL DO OPERADOR
GUIA RÁPIDO";;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;SALA DE ULTRASSOM;HCPE-3692;082024CM22736;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;CARDIOMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;65970.0;2024-11-14 00:00:00;41/2024;3866;2027-11-14 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;SERVIÇO DE TOMOGRAFIA;HCPE-2374,761.672;052019CM12898;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;CARDIOMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;18500.0;2019-06-26 00:00:00;21/2019;32886;2020-06-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"01- CABOS DE FORÇA PADRÃO NOVO
01- PÁS DE DESFIBRILAÇÃO EXTERNA
01- ROLOS DE PAPEL TERMICO
02- PÁS ADESIVAS ADULTO
01- CABOS DE ECG 10 VIAS
01- CABOS DE PÁS ADESIVA
01- SENSORES DE OXIMETRIA CLIP ADULTO
01- BATERIAS DE LÍTIO";;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;TOMOGRAFIA;HCPE-1827,412.590;412.590;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;CMOS DRAKE;LIFE-400-PLUS;MINISTÉRIO DA EDUCAÇÃO;35000.0;2013-01-01 00:00:00;;1;2014-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;ULTRASSOM;HCPE-1088,756.065;031Q1001;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;EMAI;DX-10-PLUS;MINISTÉRIO DA EDUCAÇÃO;1.0;2018-02-28 00:00:00;;1;2019-02-28 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIRI;UNIDADE DE RADIOLOGIA INTERVENCIONISTA;ENDOSCOPIA;HCPE-3421;012023CM19953;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;CARDIOMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;55000.0;2023-03-16 00:00:00;08/2023;53442;2024-03-16 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"BLOCO DE PAPEL BRANCO 58MM X 15M X 40MM PARA REGISTRADOR 
CONJUNTO PA EXTERNA CM/AP (PORT) (COM COATING)
SENSOR DE SPO2 MODELO DEDO - ADULTO
CABO DE PACIENTE 5 VIAS
SENSOR DE SPO2 PEDIÁTRICO
BATERIA
CONJUNTO DE ELETRODO DESCARTÁVEL
CONJUNTO DE PÁS INTERNAS
CABO PARA MARCAPASSO";;;;;;;;
HC-UFPE;HC;UNIRI;UNIDADE DE RADIOLOGIA INTERVENCIONISTA;HEMODINÂMICA;HCPE-1352,406.554;EL-74035713;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;MINDRAY;BENEHEART D-3;SAFE SUPORTE A VIDA E COMERCIO INTERNACIONAL LTDA;23500.0;2017-07-20 00:00:00;37/17;15048;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"GEL
CABO DE FORÇA
BOBINA PAPEL
ELETRODOS
PÁS
CABO TRONCO ECG
CABO ECG 3/5 VIAS
BATERIA
CABO P/ PAS
MANUAL DO OPERADOR
GUIA RÁPIDO";;;;;;;;
HC-UFPE;HC;UOH;UNIDADE DE ONCOLOGIA E HEMATOLOGIA;10º NORTE;HCPE-1632,759.831;00568;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;NIHON KOHDEN;CARDIOLIFE TEC-5631;IBI LIFE MEDICAL EIRELI;17950.0;2018-02-26 00:00:00;9/18;906;2019-02-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UOH;UNIDADE DE ONCOLOGIA E HEMATOLOGIA;AMBULATÓRIO DE ONCOLOGIA;HCPE-0382,;912116191;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;CMOS DRAKE;LIFE-400-PLUS;MINISTÉRIO DA EDUCAÇÃO;35000.0;2013-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;USCV;UNIDADE DO SISTEMA CARDIOVASCULAR;AMB.CARDIOLOGIA (TESTE ERGOMÉTRICO);HCPE-3680;082024CM22785;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;CARDIOMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;65970.0;2024-11-14 00:00:00;;003.866;2027-11-14 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;USU;UNIDADE DO SISTEMA URINÁRIO;7º SUL ;HCPE-0059,413.684;AF13K032583;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;ZOLL;R SERIES;MINISTÉRIO DA EDUCAÇÃO;41995.8;2015-05-15 00:00:00;2/15;1;2016-05-15 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;USU;UNIDADE DO SISTEMA URINÁRIO;AMBULATÓRIO DE NEFROLOGIA;HCPE-1198,411.202;912116152;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;CMOS DRAKE;LIFE-400-PLUS;MINISTÉRIO DA EDUCAÇÃO;35000.0;2013-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;USU;UNIDADE DO SISTEMA URINÁRIO;HEMODIÁLISE;HCPE-0713,407.100;AF13J032360;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;ZOLL;R SERIES;MINISTÉRIO DA EDUCAÇÃO;41995.8;2015-05-15 00:00:00;2/15;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI ADULTO;HCPE-2979,770.066;072021DM0732;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;DUALMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;16.68;2021-08-01 00:00:00;;1;2022-08-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI ADULTO- 5º ANDAR;HCPE-0477,410.449;US00466659;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;PHILIPS;HEARTSTART XL;PHILIPS MEDICAL SYSTEMS LTDA;35000.0;2008-01-01 00:00:00;;1;2009-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI ADULTO- 5º ANDAR;HCPE-3053,774.330;EZ-13059869;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;MINDRAY;BENEHEART D-3;SAFE SUPORTE A VIDA E COMERCIO INTERNACIONAL LTDA;32650.0;2021-11-16 00:00:00;;36744;2022-12-28 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CLÍNICA;HCPE-2375,761.671;052019CM12899;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;CARDIOMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;18500.0;2019-06-26 00:00:00;21/2019;32886;2020-06-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"01- CABOS DE FORÇA PADRÃO NOVO
01- PÁS DE DESFIBRILAÇÃO EXTERNA
01- ROLOS DE PAPEL TERMICO
02- PÁS ADESIVAS ADULTO
01- CABOS DE ECG 10 VIAS
01- CABOS DE PÁS ADESIVA
01- SENSORES DE OXIMETRIA CLIP ADULTO
01- BATERIAS DE LÍTIO";;;;;;;;
HC-UFPE;HC;UNIS;UNIDADE DE SIMULAÇÃO;SIMULAÇÃO;HCPE-1254;90108DD1808;DESFIBRILADOR MANUAL EXTERNO;EQUIPAMENTO;INSTRAMED;HS-01;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;1.0;2018-02-28 00:00:00;;1;2019-02-28 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;LAB. EXPURGO;HCPE-1016;JUN05-584;DESTILADOR;EQUIPAMENTO;QUIMIS;Q-341 210;GENERICO;0.0;2018-02-28 00:00:00;;0;2019-02-28 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;CENTRAL DE EQUIPAMENTOS;HCPE-1753,759.749;MFD2B017038117;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MD;FD-200-B;MACRO LIFE IMPORTADORA PRODUTOS MEDICOS - EIRELI;494.0;2018-01-05 00:00:00;1/18;17035;2019-01-05 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;AMBULATÓRIO PRÉ NATAL;HCPE-3138,770.863;267153;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MEDPEJ;DF-7000-D;QUICKBUM E-COMMERCE - EIRELI;950.0;2022-02-18 00:00:00;09/22;2217;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"TUBO GEL PARA ULTRASSOM 100G
FONTE DE ENERGIA
MANUAL DO USUÁRIO
CERTIFICADO DE GARANTIA
TRANSDUTOR";;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;AMBULATÓRIO PRÉ NATAL;HCPE-3139,770.864;267150;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MEDPEJ;DF-7000-D;QUICKBUM E-COMMERCE - EIRELI;950.0;2022-02-18 00:00:00;09/22;2217;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"TUBO GEL PARA ULTRASSOM 100G
FONTE DE ENERGIA
MANUAL DO USUÁRIO
CERTIFICADO DE GARANTIA
TRANSDUTOR";;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;AMBULATÓRIO PRÉ NATAL;HCPE-3140,770.865;267155;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MEDPEJ;DF-7000-D;QUICKBUM E-COMMERCE - EIRELI;950.0;2022-02-18 00:00:00;09/22;2217;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"TUBO GEL PARA ULTRASSOM 100G
FONTE DE ENERGIA
MANUAL DO USUÁRIO
CERTIFICADO DE GARANTIA
TRANSDUTOR";;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;AMBULATÓRIO PRÉ NATAL;HCPE-3141,770.866;267154;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MEDPEJ;DF-7000-D;QUICKBUM E-COMMERCE - EIRELI;950.0;2022-02-18 00:00:00;09/22;2217;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"TUBO GEL PARA ULTRASSOM 100G
FONTE DE ENERGIA
MANUAL DO USUÁRIO
CERTIFICADO DE GARANTIA
TRANSDUTOR";;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;;139742;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MEDPEJ;DF-7001;STRAFER PRODUTOS MÉDICO HOSPITALARES EIRELI EPP;94008.0;2018-01-29 00:00:00;5/18;1049;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"FONE DE OUVIDO
GEL";;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;;139743;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MEDPEJ;DF-7001;STRAFER PRODUTOS MÉDICO HOSPITALARES EIRELI EPP;9400800.0;2018-01-29 00:00:00;5/18;1049;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"FONE DE OUVIDO
GEL";;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;;139745;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MEDPEJ;DF-7001;STRAFER PRODUTOS MÉDICO HOSPITALARES EIRELI EPP;94008.0;2018-01-29 00:00:00;5/18;1049;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"FONE DE OUVIDO
GEL";;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;;139746;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MEDPEJ;DF-7001;STRAFER PRODUTOS MÉDICO HOSPITALARES EIRELI EPP;94008.0;2018-01-29 00:00:00;5/18;1049;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"FONE DE OUVIDO
GEL";;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;;MFD2B017038116;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MD;FD-200-B;MACRO LIFE IMPORTADORA PRODUTOS MEDICOS - EIRELI;494.0;2018-01-05 00:00:00;1/18;17035;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;;MFD2B017038118;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MD;FD-200-B;MACRO LIFE IMPORTADORA PRODUTOS MEDICOS - EIRELI;494.0;2018-01-05 00:00:00;1/18;17035;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-1876,759.751;MFD2B017038119;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MD;FD-200-B;MACRO LIFE IMPORTADORA PRODUTOS MEDICOS - EIRELI;494.0;2018-01-05 00:00:00;1/18;;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-3142,770.867;267147;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MEDPEJ;DF-7000-D;QUICKBUM E-COMMERCE - EIRELI;950.0;2022-02-18 00:00:00;09/22;2217;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"TUBO GEL PARA ULTRASSOM 100G
FONTE DE ENERGIA
MANUAL DO USUÁRIO
CERTIFICADO DE GARANTIA
TRANSDUTOR";;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-3873;382648;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MEDPEJ;DF-7001-D;MEDPEJ - EQUIPAMENTOS MEDICOS LTDA;1073.05;2025-09-15 00:00:00;;113.327;2026-09-15 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-3874;367972;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MEDPEJ;DF-7001-D;MEDPEJ - EQUIPAMENTOS MEDICOS LTDA;1073.05;2025-09-15 00:00:00;;113.327;2026-09-15 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;TRIAGEM OBSTÉTRICA;HCPE-3047,770.168;267121;DETECTOR FETAL US CORACAO;EQUIPAMENTO;MEDPEJ;DF-7001-D;MEDPEJ - EQUIPAMENTOS MEDICOS LTDA;550.0;2021-12-20 00:00:00;;2740;2022-12-19 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;UNIDADE DE BLOCOS CIRÚRGICOS;HCPE-1534,407.934;KSC15781;DIGITALIZADOR/GRAVADOR VIDEO;EQUIPAMENTO;KARL STORZ;AIDA CONTROL NEO-20046120;H STRATTNER E CIA LTDA;120000.0;2015-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;BLOCO CIRÚRGICO;HCPE-1847,407.949;;DISPENSADOR GELO;EQUIPAMENTO;ELETTROMEC;IM-15 10-P;GENERICO;0.0;2011-05-22 00:00:00;;0;2012-05-22 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;FAVOR, ADICIONAR NÚMERO DE SÉRIE;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;MEDICINA NUCLEAR;HCPE-3586;18054;DOSIMETRO RADIACAO;EQUIPAMENTO;EURORAD;EUROPROBE-3;MINISTÉRIO DA EDUCAÇÃO;1.0;2023-11-27 00:00:00;;1;2024-11-27 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;CPC;CENTRO DE PESQUISA CLÍNICA;CENTRO DE PESQUISA CLÍNICA;HCPE-3504;0423210A;ELETROCARDIOGRAFO;EQUIPAMENTO;PRO LIFE;ECG-100-L;PPS PRODUTOS PARA SAUDE EIRELI;3900.0;2023-03-15 00:00:00;16424;16424;2026-05-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;CENTRAL DE EQUIPAMENTOS;HCPE-0761;221757;ELETROCARDIOGRAFO;EQUIPAMENTO;ECAFIX;ECG-12-S;GENERICO;0.0;2018-02-26 00:00:00;;0;2019-02-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;CENTRAL DE EQUIPAMENTOS;HCPE-2621,;0846190C;ELETROCARDIOGRAFO;EQUIPAMENTO;PRO LIFE;ECG-100-L;MTB TECNOLOGIA LTDA;4900.0;2020-02-18 00:00:00;09/20;7719;2021-02-18 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"100- PAPEL TERMOSENSÍVEL( ROLO) PROLIFE
030- ELETRODO PRÉ CORDIAL PROLIFE
020- ELETRODO PERIFÉRICO
005- CABO DE PACIENTE 10 VIAS";;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;CENTRAL DE EQUIPAMENTOS;HCPE-2622,;08461950;ELETROCARDIOGRAFO;EQUIPAMENTO;PRO LIFE;ECG-100-L;MTB TECNOLOGIA LTDA;4900.0;2020-02-18 00:00:00;09/20;7719;2021-02-18 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"100- PAPEL TERMOSENSÍVEL( ROLO) PROLIFE
030- ELETRODO PRÉ CORDIAL PROLIFE
020- ELETRODO PERIFÉRICO PROLIFE
005- CABO DE PACIENTE 10 VIAS PROLIFE";;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;CENTRAL DE EQUIPAMENTOS;HCPE-2820,771.982;M20413150037;ELETROCARDIOGRAFO;EQUIPAMENTO;EDAN;SE-300-B;ELO MEDICAL COMERCIAL EIRELLI ME;4115.02;2020-08-25 00:00:00;19/2020;444;2021-08-25 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;CENTRAL DE EQUIPAMENTOS;HCPE-2823,771.983;M20413150089;ELETROCARDIOGRAFO;EQUIPAMENTO;EDAN;SE-300-B;ELO MEDICAL COMERCIAL EIRELLI ME;4115.02;2020-08-25 00:00:00;19/2020;444;2021-08-25 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;CENTRAL DE EQUIPAMENTOS;HCPE-3503;0036200A;ELETROCARDIOGRAFO;EQUIPAMENTO;PRO LIFE;ECG-100-L;GENERICO;3900.0;2023-03-15 00:00:00;;16424;2026-05-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;NÃO LOCALIZADO;HCPE-1773,760.757;100312927;ELETROCARDIOGRAFO;EQUIPAMENTO;DIXTAL;EP-3;MINISTÉRIO DA EDUCAÇÃO;1.0;2018-01-01 00:00:00;;1;2019-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SETUE;SETOR DE URGÊNCIA E EMERGÊNCIA;SALA DE ESTABILIZAÇÃO;HCPE-2326,761.479;0140411;ELETROCARDIOGRAFO;EQUIPAMENTO;NIHON KOHDEN;CARDIOFAX C ECG-2350-100-D;HYCOMED COMERCIO DE MATERIAIS HOSPITALARES EIRELI;9500.0;2019-05-03 00:00:00;15/2019;344;2020-05-03 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"02- CABO DE ALIMENTAÇÃO
01- CABO PACIENTE
06- PERAS
04- ELETRODO TIPO PEGADOR
01- CABO PARA TERRA
01- CANETA TIPO HIDROCOR";;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;7º SUL;HCPE-2579,756.959;122900635;ELETROCARDIOGRAFO;EQUIPAMENTO;DIXTAL;EP-12;GENERICO;0.0;2020-02-04 00:00:00;;0;2021-02-04 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;7° SUL;HCPE-2623,771.226;08461923;ELETROCARDIOGRAFO;EQUIPAMENTO;PRO LIFE;ECG-100-L;MTB TECNOLOGIA LTDA;4900.0;2020-02-18 00:00:00;09/20;7719;2021-02-18 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"100- PAPEL TERMOSENSÍVEL( ROLO) PROLIFE
030- ELETRODO PRÉ CORDIAL PROLIFE
020- ELETRODO PERIFÉRICO PROLIFE
005- CABO DE PACIENTE 10 VIAS PROLIFE";;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;ALA DE INTRNAÇÃO- 7º SUL;HCPE-2625,;0846190A;ELETROCARDIOGRAFO;EQUIPAMENTO;PRO LIFE;ECG-100-L;MTB TECNOLOGIA LTDA;4900.0;2020-02-18 00:00:00;09/20;7719;2021-02-18 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"100- PAPEL TERMOSENSÍVEL( ROLO) PROLIFE
030- ELETRODO PRÉ CORDIAL PROLIFE
020- ELETRODO PERIFÉRICO PROLIFE
005- CABO DE PACIENTE 10 VIAS PROLIFE";;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;AMB.CARDIOLOGIA;HCPE-2821,771.981;M20413150043;ELETROCARDIOGRAFO;EQUIPAMENTO;EDAN;SE-300-B;ELO MEDICAL COMERCIAL EIRELLI ME;4115.02;2020-08-25 00:00:00;19/2020;444;2021-08-25 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;CLÍNICA MÉDICA- 11º SUL;HCPE-2624,;0846193B;ELETROCARDIOGRAFO;EQUIPAMENTO;PRO LIFE;ECG-100-L;MTB TECNOLOGIA LTDA;4900.0;2020-02-18 00:00:00;09/20;7719;2021-02-18 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"100- PAPEL TERMOSENSÍVEL( ROLO) PROLIFE
030- ELETRODO PRÉ CORDIAL PROLIFE
020- ELETRODO PERIFÉRICO PROLIFE
005- CABO DE PACIENTE 10 VIAS PROLIFE";;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;NEFROLOGIA;HCPE-3505;12282003;ELETROCARDIOGRAFO;EQUIPAMENTO;PRO LIFE;ECG-100-L;GENERICO;3900.0;2023-03-15 00:00:00;;16424;2026-05-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
