Identificador;Tipo Equipamento;Modelo;Marca;Localização;Criticidade;Data de Aquisição;Status;Valor (R$);Custo total externo;Peso
HC-TREIN-MMP;MONITOR MULTIPARAMETRICO;M-100-T;PRO LIFE;;2.0;2024-09-16;Em uso;1.0;0.0;0.3333333333333333
HCPE-2575,414.957,11191/2015;NOBREAK;PREMIUM SENOIDAL G II 2000 VA;NHS;PET SCAN;2.0;2020-01-27;Em uso;1.0;0.0;0.3333333333333333
HCPE-3005;MONITOR VIDEO;MFCD-1219-TS;BARCO;RAIO-X;2.0;2021-10-13;Em uso;1.0;0.0;0.3333333333333333
HCPE-1469,414.864,6370/2012;MONITOR VIDEO;MFCD-1219-TS;BARCO;RAIO-X;2.0;2018-03-01;Em uso;1.0;0.0;0.3333333333333333
HCPE-3350;MONITOR VIDEO;TM-220;KARL STORZ; UNIDADE DE BLOCO CIRÚRGICO;2.0;2022-10-06;Em uso;443429.76;0.0;0.3333333333333333
HCPE-1922,407.931;MONITOR VIDEO;EJ MLA-26-UK-1;PANASONIC;BLOCO CIRÚRGICO;2.0;2018-06-14;Em uso;0.0;0.0;0.3333333333333333
HCPE-1920,407.915;MONITOR VIDEO;EJ MLA-26-UK-1;PANASONIC;BLOCO CIRÚRGICO;2.0;2018-06-14;Em uso;0.0;0.0;0.3333333333333333
HCPE-1590,407.924;MONITOR VIDEO;EJ MLA-26-UK-1;PANASONIC;BLOCO CIRÚRGICO;2.0;2018-03-02;Em uso;0.0;0.0;0.3333333333333333
HCPE-1291;MONITOR MULTIPARAMETRICO;OMNI-612;OMNIMED;OFTALMOLOGIA;2.0;2018-02-28;Em uso;0.0;0.0;0.3333333333333333
HCPE-3328,0008122507;MONITOR MULTIPARAMETRICO;EFFICIA CM-100;PHILIPS;UTI NEONATAL;2.0;2022-08-18;Em uso;21600.0;0.0;0.3333333333333333
HCPE-3326,0008122508;MONITOR MULTIPARAMETRICO;EFFICIA CM-100;PHILIPS;UTI NEONATAL;2.0;2022-08-18;Em uso;21600.0;0.0;0.3333333333333333
HCPE-3323,765.188;MONITOR MULTIPARAMETRICO;EFFICIA CM-100;PHILIPS;UTI NEONATAL;2.0;2021-10-29;Em uso;21600.0;0.0;0.3333333333333333
HCPE-3694;RAIO-X MOVEL;MOBILEDART EVOLUTION MX-8;SHIMADZU;RAIO-X;2.0;2024-10-01;Em uso;420000.0;0.0;0.3333333333333333
HCPE-2382,761.252;RADIOMETRO FOTOTERAPIA;THOR MULTITESTER-3620;FANEM;MATERNIDADE;2.0;2019-03-19;Em uso;3.5;0.0;0.3333333333333333
HCPE-2880,761.249;RADIOMETRO FOTOTERAPIA;THOR MULTITESTER-3620;FANEM;SETOR DE ENGENHARIA CLÍNICA;2.0;2019-03-19;Em uso;3.5;0.0;0.3333333333333333
HCPE-2879,761.253;RADIOMETRO FOTOTERAPIA;THOR MULTITESTER-3620;FANEM;SETOR DE ENGENHARIA CLÍNICA;2.0;2019-03-19;Em uso;3.5;0.0;0.3333333333333333
HCPE-1500,413.405;PROCESSADORA VIDEO ENDOSCOPIA;CV-150;OLYMPUS;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;2.0;2018-01-01;Em uso;1.0;0.0;0.3333333333333333
HCPE-3329,0008122505;MONITOR MULTIPARAMETRICO;EFFICIA CM-100;PHILIPS;UTI NEONATAL;2.0;2022-08-18;Em uso;21600.0;0.0;0.3333333333333333
HCPE-3809;MONITOR MULTIPARAMETRICO;C-150;PRO LIFE;UTI CLÍNICA;2.0;2025-04-24;Em uso;24454.0;0.0;0.3333333333333333
HCPE-1393,407.839;MONITOR MULTIPARAMETRICO;VITA-400-A;ALFAMED;UTI ADULTO- 5º ANDAR;2.0;2016-01-01;Em uso;9000.0;0.0;0.3333333333333333
HCPE-1288,758.104;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI ADULTO- 5º ANDAR;2.0;2017-09-22;Em uso;15000.0;0.0;0.3333333333333333
HCPE-1287,758.107;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI ADULTO- 5º ANDAR;2.0;2017-09-22;Em uso;15000.0;0.0;0.3333333333333333
HCPE-1286,758.106;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI ADULTO- 5º ANDAR;2.0;2017-09-22;Em uso;15000.0;0.0;0.3333333333333333
HCPE-3321,769.399;MONITOR MULTIPARAMETRICO;EFFICIA CM-100;PHILIPS;UTI NEONATAL;2.0;2022-10-14;Em uso;21600.0;0.0;0.3333333333333333
HCPE-3320,769.393;MONITOR MULTIPARAMETRICO;EFFICIA CM-100;PHILIPS;UTI NEONATAL;2.0;2022-10-14;Em uso;21600.0;0.0;0.3333333333333333
HCPE-0909;SELADOR PACOTE;RSR-2000;RON MICROMECANICA;CME;2.0;2018-02-27;Em uso;0.0;0.0;0.3333333333333333
HCPE-3318,769.391;MONITOR MULTIPARAMETRICO;EFFICIA CM-100;PHILIPS;UTI NEONATAL;2.0;2022-10-14;Em uso;21600.0;0.0;0.3333333333333333
HCPE-3348,;SIS COMPRESSAO VASCULAR;FLOWTRON ACS-900;ARJOHUNTLEIGH;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2022-10-05;Em uso;5500.0;0.0;0.3333333333333333
HCPE-2341;SELADOR PACOTE;RSR-2000;RON;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;2.0;2018-01-01;Em uso;1.0;0.0;0.3333333333333333
HCPE-0907,409.698;SELADOR PACOTE;HS-800;ASP;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;2.0;2018-01-01;Em uso;1.0;0.0;0.3333333333333333
COM/801;SELADOR PACOTE;SRN-01;LOOK;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;2.0;2018-01-01;Em uso;8500.0;0.0;0.3333333333333333
COM/250;SELADOR PACOTE;SRN-01;LOOK;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;2.0;2018-01-01;Em uso;8500.0;0.0;0.3333333333333333
COM/1617;SELADOR PACOTE;SRN-01;LOOK;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;2.0;2018-01-01;Em uso;8500.0;0.0;0.3333333333333333
HCPE-2193;SELADOR PACOTE;RSR-2000;RON;ESTERILIZAÇÃO;2.0;2018-12-13;Em uso;3500.0;0.0;0.3333333333333333
HCPE-3319,769.395;MONITOR MULTIPARAMETRICO;EFFICIA CM-100;PHILIPS;UTI NEONATAL;2.0;2022-10-14;Em uso;21600.0;0.0;0.3333333333333333
HCPE-1966,407.264;PROCESSADORA VIDEO ENDOSCOPIA;IMAGE-1 222000 20;KARL STORZ;BLOCO CIRÚRGICO;2.0;2018-07-12;Em uso;0.0;0.0;0.3333333333333333
HCPE-2151,406.062;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;9º NORTE;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-3812;OXIMETRO PULSO;VIRTO;ALFAMED;AMB. PNEUMOLOGIA;2.0;2025-05-20;Em uso;1200.0;0.0;0.3333333333333333
HCPE-3795;OXIMETRO PULSO;VIRTO;ALFAMED;UTI NEONATAL;2.0;2025-05-15;Em uso;1200.0;0.0;0.3333333333333333
HCPE-3794;OXIMETRO PULSO;VIRTO;ALFAMED;UTI NEONATAL;2.0;2025-05-15;Em uso;1200.0;0.0;0.3333333333333333
HCPE-3291;OXIMETRO PULSO;G-1-B;GENERAL MEDITECH;UTI NEONATAL;2.0;2022-04-07;Em uso;3792.5;0.0;0.3333333333333333
HCPE-3290;OXIMETRO PULSO;G-1-B;GENERAL MEDITECH;UTI NEONATAL;2.0;2022-04-07;Em uso;3792.5;0.0;0.3333333333333333
HCPE-3352,;PROCESSADORA VIDEO ENDOSCOPIA;IMAGE-1-S TC-200;KARL STORZ; UNIDADE DE BLOCO CIRÚRGICO;2.0;2022-10-06;Em uso;443429.76;0.0;0.3333333333333333
HCPE-3814;OXIMETRO PULSO;VIRTO;ALFAMED;AMBULATÓRIO DE FISIOTERAPIA;2.0;2025-05-10;Em uso;1200.0;0.0;0.3333333333333333
HCPE-1401,760.753;OXIMETRO PULSO;N-560;NELLCOR;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2018-03-01;Em uso;4000.0;0.0;0.3333333333333333
HCPE-2343,407.910;ASPIRADOR/IRRIGADOR LAPAROSCOPIA;HAMOU ENDOMAT-263310 20;KARL STORZ;BLOCO CIRÚRGICO;2.0;2019-05-27;Em uso;0.0;0.0;0.3333333333333333
HCPE-2772,410.022;WORKSTATION;AW-4.6;GE HEALTHCARE;PET SCAN;2.0;2020-05-20;Em uso;1.0;0.0;0.3333333333333333
HCPE-2771;WORKSTATION;AW-4.6;GE HEALTHCARE;PET SCAN;2.0;2020-05-20;Em uso;1.0;0.0;0.3333333333333333
HCPE-3361;WORKSTATION;XELERIS;GE HEALTHCARE;MEDICINA NUCLEAR;2.0;2022-10-20;Em uso;1.0;0.0;0.3333333333333333
HCPE-3360;WORKSTATION;XELERIS;GE HEALTHCARE;MEDICINA NUCLEAR;2.0;2022-10-20;Em uso;1.0;0.0;0.3333333333333333
HCPE-3051,774.331;VENTILOMETRO;WRIGHT MARK-8;NSPIRE;UTI ADULTO;2.0;2021-12-22;Em uso;20000.0;0.0;0.3333333333333333
HCPE-3816;OXIMETRO PULSO;VIRTO;ALFAMED;ACADEMIA;2.0;2025-05-10;Em uso;1200.0;0.0;0.3333333333333333
HCPE-3730;BRONCOSCOPIO;OIF BP-66-P;ARGUS;BLOCO CIRÚRGICO;2.0;2024-10-27;Em uso;50000.0;0.0;0.3333333333333333
HCPE-3729;BRONCOSCOPIO;OIF BC-66-P;ARGUS;BLOCO CIRÚRGICO;2.0;2024-10-29;Em uso;50000.0;0.0;0.3333333333333333
HCPE-2980;OXIMETRO PULSO;DX-2405;DIXTAL;BLOCO CIRÚRGICO;2.0;2021-08-18;Em uso;0.0;0.0;0.3333333333333333
HCPE-0903,410.996;OXIMETRO PULSO;DX-2405;DIXTAL;BLOCO CIRÚRGICO;2.0;2018-02-27;Em uso;0.0;0.0;0.3333333333333333
HCPE-3815;OXIMETRO PULSO;VIRTO;ALFAMED;ESPAÇO TRANS;2.0;2025-05-10;Em uso;1200.0;0.0;0.3333333333333333
HCPE-2954;WORKSTATION;Z-800;HP;RESSONÂNCIA;2.0;2021-05-21;Em uso;1.0;0.0;0.3333333333333333
HCPE-3813;OXIMETRO PULSO;VIRTO;ALFAMED;6 SUL (PEDIATRIA);2.0;2025-05-20;Em uso;1200.0;0.0;0.3333333333333333
HCPE-3094,770.858;NOBREAK;COMPACTA 2 KVA;ENGETRON;SALA 1 - ULTRASSONOGRAFIA;2.0;2018-03-08;Em uso;1000.0;0.0;0.3333333333333333
HCPE-3797;OXIMETRO PULSO;VIRTO;ALFAMED;CENTRO OBSTÉTRICO;2.0;2025-05-15;Em uso;1200.0;0.0;0.3333333333333333
HCPE-3796;OXIMETRO PULSO;VIRTO;ALFAMED;CENTRO OBSTÉTRICO;2.0;2025-05-15;Em uso;1200.0;0.0;0.3333333333333333
HCPE-0964,410.169;OXIMETRO PULSO;DX-2405;DIXTAL;CENTRAL DE EQUIPAMENTOS;2.0;2018-02-27;Em uso;0.0;0.0;0.3333333333333333
HCPE-0887,756.052;OXIMETRO PULSO;DX-2405;DIXTAL;CENTRAL DE EQUIPAMENTOS;2.0;2018-02-27;Em uso;0.0;0.0;0.3333333333333333
HCPE-0687,407.999;OXIMETRO PULSO;DX-2405;DIXTAL;CENTRAL DE EQUIPAMENTOS;2.0;2018-02-26;Em uso;0.0;0.0;0.3333333333333333
HCPE-3356,;OPTICA RIGIDA;26003-BA;KARL STORZ; UNIDADE DE BLOCO CIRÚRGICO;2.0;2022-10-06;Em uso;443429.76;0.0;0.3333333333333333
HCPE-2778,16442/2012;NOBREAK;NET WINNER-1800;SMS;ULTRASSOM;2.0;2020-06-05;Em uso;1.0;0.0;0.3333333333333333
HCPE-2442,412.156,1576/2013;NOBREAK;KNBE-2000-BS;KVA;ULTRASSOM;2.0;2019-09-10;Em uso;1.0;0.0;0.3333333333333333
HCPE-3798;OXIMETRO PULSO;VIRTO;ALFAMED;TRIAGEM OBSTÉTRICA;2.0;2025-05-15;Em uso;1200.0;0.0;0.3333333333333333
HCPE-1385,410.887;MONITOR MULTIPARAMETRICO;VITA-400-A;ALFAMED;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2016-01-01;Em uso;9000.0;0.0;0.3333333333333333
HCPE-0205,413.703;MONITOR MULTIPARAMETRICO;MU-671-RK;NIHON KOHDEN;CIRURGIA AMBULATORIAL;2.0;2017-03-08;Em uso;28450.0;0.0;0.3333333333333333
HCPE-0204,413.763;MONITOR MULTIPARAMETRICO;MU-671-RK;NIHON KOHDEN;CIRURGIA AMBULATORIAL;2.0;2017-03-08;Em uso;28450.0;0.0;0.3333333333333333
HCPE-0202,413.776;MONITOR MULTIPARAMETRICO;MU-671-RK;NIHON KOHDEN;CIRURGIA AMBULATORIAL;2.0;2017-03-08;Em uso;28450.0;0.0;0.3333333333333333
HCPE-0201,413.720;MONITOR MULTIPARAMETRICO;MU-671-RK;NIHON KOHDEN;CIRURGIA AMBULATORIAL;2.0;2017-03-08;Em uso;28450.0;0.0;0.3333333333333333
HCPE-0200,413.676;MONITOR MULTIPARAMETRICO;MU-671-RK;NIHON KOHDEN;CIRURGIA AMBULATORIAL;2.0;2017-03-08;Em uso;28450.0;0.0;0.3333333333333333
HCPE-2397,-;MONITOR MULTIPARAMETRICO;INTELLIVUE MX-500;PHILIPS;CENTRO CIRÚRGICO - 5º ANDAR;2.0;2019-07-18;Em uso;19988.02;0.0;0.3333333333333333
HCPE-3810;MONITOR MULTIPARAMETRICO;C-150;PRO LIFE;UTI CLÍNICA;2.0;2025-04-24;Em uso;24454.0;0.0;0.3333333333333333
HCPE-2395,-;MONITOR MULTIPARAMETRICO;INTELLIVUE MX-500;PHILIPS;CENTRO CIRÚRGICO - 5º ANDAR;2.0;2019-07-18;Em uso;19988.02;0.0;0.3333333333333333
HCPE-2394,-;MONITOR MULTIPARAMETRICO;INTELLIVUE MX-500;PHILIPS;CENTRO CIRÚRGICO - 5º ANDAR;2.0;2019-07-18;Em uso;19988.02;0.0;0.3333333333333333
HCPE-3669,8125171;MONITOR MULTIPARAMETRICO;M-100-T;PRO LIFE;ECOCARDIOGRAFIA;2.0;2024-08-13;Em uso;67200.0;0.0;0.3333333333333333
HCPE-3659,8125161;MONITOR MULTIPARAMETRICO;M-100-T;PRO LIFE;11 NORTE;2.0;2024-08-13;Em uso;67200.0;0.0;0.3333333333333333
HCPE-2381,761.968;MONITOR MULTIPARAMETRICO;UMEC-10;MINDRAY;HEMODINÂMICA;2.0;2019-06-26;Em uso;9150.0;0.0;0.3333333333333333
HCPE-2380,761.966;MONITOR MULTIPARAMETRICO;UMEC-10;MINDRAY;HEMODINÂMICA;2.0;2019-06-26;Em uso;9150.0;0.0;0.3333333333333333
HCPE-2379,761.967;MONITOR MULTIPARAMETRICO;UMEC-10;MINDRAY;HEMODINÂMICA;2.0;2019-06-26;Em uso;9150.0;0.0;0.3333333333333333
HCPE-1476,410.782;MONITOR MULTIPARAMETRICO;MU-671-RK;NIHON KOHDEN;TOMOGRAFIA( DIAGIMAGEM);2.0;2017-03-08;Em uso;28450.0;0.0;0.3333333333333333
HCPE-2396,-;MONITOR MULTIPARAMETRICO;INTELLIVUE MX-500;PHILIPS;CENTRO CIRÚRGICO - 5º ANDAR;2.0;2019-07-18;Em uso;19988.02;0.0;0.3333333333333333
HCPE-3662,8125164;MONITOR MULTIPARAMETRICO;M-100-T;PRO LIFE;MATERNIDADE;2.0;2024-08-13;Em uso;67200.0;0.0;0.3333333333333333
HCPE-3670,8125172;MONITOR MULTIPARAMETRICO;M-100-T;PRO LIFE;HISTEROSCOPIA;2.0;2024-08-13;Em uso;67200.0;0.0;0.3333333333333333
HCPE-2393,-;MONITOR MULTIPARAMETRICO;INTELLIVUE MX-500;PHILIPS;CENTRO CIRÚRGICO - 5º ANDAR;2.0;2019-07-18;Em uso;19988.02;0.0;0.3333333333333333
HCPE-2392,-;MONITOR MULTIPARAMETRICO;INTELLIVUE MX-500;PHILIPS;CENTRO CIRÚRGICO - 5º ANDAR;2.0;2019-07-18;Em uso;19988.02;0.0;0.3333333333333333
HCPE-2391,-;MONITOR MULTIPARAMETRICO;INTELLIVUE MX-500;PHILIPS;CENTRO CIRÚRGICO - 5º ANDAR;2.0;2019-07-18;Em uso;19988.02;0.0;0.3333333333333333
HCPE-3435;MONITOR MULTIPARAMETRICO;EPM-12-M;MINDRAY;BLOCO CIRÚRGICO;2.0;2022-12-26;Em uso;21920.0;0.0;0.3333333333333333
HCPE-1351,410.878;MONITOR MULTIPARAMETRICO;VITA-400-A;ALFAMED;BLOCO CIRÚRGICO;2.0;2017-01-01;Em uso;9000.0;0.0;0.3333333333333333
HCPE-1549;MONITOR MULTIPARAMETRICO;VITA-400-E;ALFAMED;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2017-09-22;Em uso;8000.0;0.0;0.3333333333333333
HCPE-0071,413.786;MONITOR MULTIPARAMETRICO;VITA-400-A;ALFAMED;BLOCO CIRÚRGICO;2.0;2018-02-21;Em uso;1.0;0.0;0.3333333333333333
HCPE-0639;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;10° SUL;2.0;2018-02-26;Em uso;0.0;0.0;0.3333333333333333
HCPE-0624,409.300;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI NEO;2.0;2016-01-01;Em uso;12000.0;0.0;0.3333333333333333
HCPE-3760;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-2045;MONITOR MULTIPARAMETRICO;OMNI-612;OMNIMED;HEMODINÂMICA;2.0;2018-08-23;Em uso;0.0;0.0;0.3333333333333333
HCPE-2584,;MONITOR MULTIPARAMETRICO;UMEC-12;MINDRAY;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2020-02-06;Em uso;12000.0;0.0;0.3333333333333333
HCPE-1553,;MONITOR MULTIPARAMETRICO;VITA-400-E;ALFAMED;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2017-09-22;Em uso;8000.0;0.0;0.3333333333333333
HCPE-1551,;MONITOR MULTIPARAMETRICO;VITA-400-E;ALFAMED;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2017-09-22;Em uso;8000.0;0.0;0.3333333333333333
HCPE-0072,756.169;MONITOR MULTIPARAMETRICO;VITA-400-A;ALFAMED;BLOCO CIRÚRGICO;2.0;2018-02-21;Em uso;1.0;0.0;0.3333333333333333
HCPE-3739;MONITOR MULTIPARAMETRICO;C-120;PRO LIFE;UTI ADULTO;2.0;2025-04-15;Em uso;97816.0;0.0;0.3333333333333333
HCPE-3738;MONITOR MULTIPARAMETRICO;C-120;PRO LIFE;UTI ADULTO;2.0;2025-04-15;Em uso;97816.0;0.0;0.3333333333333333
HCPE-3513;MONITOR MULTIPARAMETRICO;BSM-3562;NIHON KOHDEN;UTI ADULTO;2.0;2023-07-26;Em uso;38268.0;0.0;0.3333333333333333
HCPE-1552,760.756;MONITOR MULTIPARAMETRICO;VITA-400-E;ALFAMED;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2017-09-22;Em uso;8000.0;0.0;0.3333333333333333
HCPE-3668,8125170;MONITOR MULTIPARAMETRICO;M-100-T;PRO LIFE;HEMODIÁLISE;2.0;2024-08-13;Em uso;67200.0;0.0;0.3333333333333333
HCPE-0734;MONITOR MULTIPARAMETRICO;OMNI-612;OMNIMED;HEMODIÁLISE;2.0;2018-02-26;Em uso;0.0;0.0;0.3333333333333333
HCPE-0620;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;9 SUL;2.0;2018-02-26;Em uso;1.0;0.0;0.3333333333333333
HCPE-1939,407.891,201600611;MONITOR MULTIPARAMETRICO;VITA-400-A;ALFAMED;TOMOGRAFIA;2.0;2018-06-18;Em uso;1.0;0.0;0.3333333333333333
HCPE-3316,769.397;MONITOR MULTIPARAMETRICO;EFFICIA CM-100;PHILIPS;UTI NEONATAL;2.0;2021-11-09;Em uso;21600.0;0.0;0.3333333333333333
HCPE-3315,769.390;MONITOR MULTIPARAMETRICO;EFFICIA CM-100;PHILIPS;UTI NEONATAL;2.0;2022-10-14;Em uso;21600.0;0.0;0.3333333333333333
HCPE-3313,769.396;MONITOR MULTIPARAMETRICO;EFFICIA CM-100;PHILIPS;UTI NEONATAL;2.0;2022-10-14;Em uso;21600.0;0.0;0.3333333333333333
HCPE-0652;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI NEONATAL;2.0;2018-02-26;Em uso;0.0;0.0;0.3333333333333333
HCPE-0588,756.041;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI NEONATAL;2.0;2018-02-26;Em uso;1.0;0.0;0.3333333333333333
HCPE-0540,409.296;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI NEONATAL;2.0;2018-02-26;Em uso;1.0;0.0;0.3333333333333333
HCPE-0534,409.260;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI NEONATAL;2.0;2018-02-26;Em uso;1.0;0.0;0.3333333333333333
HCPE-3811;MONITOR MULTIPARAMETRICO;C-150;PRO LIFE;UTI CLÍNICA;2.0;2025-04-24;Em uso;24454.0;0.0;0.3333333333333333
HCPE-3317,769.392;MONITOR MULTIPARAMETRICO;EFFICIA CM-100;PHILIPS;UTI NEONATAL;2.0;2022-10-14;Em uso;21600.0;0.0;0.3333333333333333
HCPE-0958,410.164;MONITOR MULTIPARAMETRICO;OMNI-612;OMNIMED;TOMOGRAFIA;2.0;2018-02-28;Em uso;1.0;0.0;0.3333333333333333
HCPE-0203,413.766;MONITOR MULTIPARAMETRICO;MU-671-RK;NIHON KOHDEN;TOMOGRAFIA;2.0;2017-03-08;Em uso;28450.0;0.0;0.3333333333333333
HCPE-1259,407.217;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;RESSONÂNCIA;2.0;2018-01-01;Em uso;12.0;0.0;0.3333333333333333
HCPE-0640,756.045;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;RESSONÂNCIA;2.0;2016-01-01;Em uso;12000.0;0.0;0.3333333333333333
HCPE-1564,407.869,2016006206;MONITOR MULTIPARAMETRICO;VITA-400-A;ALFAMED;PET SCAN;2.0;2018-03-02;Em uso;1.0;0.0;0.3333333333333333
HCPE-2583;MONITOR MULTIPARAMETRICO;UMEC-12;MINDRAY;MEDICINA NUCLEAR;2.0;2020-02-06;Em uso;3506.02;0.0;0.3333333333333333
HCPE-3843;MONITOR MULTIPARAMETRICO;C-150;PRO LIFE;ENDOSCOPIA;2.0;2025-06-11;Em uso;24454.0;0.0;0.3333333333333333
HCPE-1495,413.403;MONITOR MULTIPARAMETRICO;OMNI-612;OMNIMED;ENDOSCOPIA;2.0;2018-01-01;Em uso;12.0;0.0;0.3333333333333333
HCPE-0474,760.305;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI ADULTO- 5º ANDAR;2.0;2017-09-22;Em uso;23000.0;0.0;0.3333333333333333
HCPE-0497,760.312;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI ADULTO- 5º ANDAR;2.0;2017-09-22;Em uso;23000.0;0.0;0.3333333333333333
HCPE-0492,760.306;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI ADULTO- 5º ANDAR;2.0;2017-09-22;Em uso;23000.0;0.0;0.3333333333333333
HCPE-0491,760.302;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI ADULTO- 5º ANDAR;2.0;2017-09-22;Em uso;15000.0;0.0;0.3333333333333333
HCPE-0491,758.105;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI ADULTO- 5º ANDAR;2.0;2017-09-22;Em uso;15000.0;0.0;0.3333333333333333
HCPE-0486,760.304;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI ADULTO- 5º ANDAR;2.0;2017-09-22;Em uso;15000.0;0.0;0.3333333333333333
HCPE-0485,760.311;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI ADULTO- 5º ANDAR;2.0;2017-09-22;Em uso;23000.0;0.0;0.3333333333333333
HCPE-0479,760.310;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI ADULTO- 5º ANDAR;2.0;2017-09-22;Em uso;23000.0;0.0;0.3333333333333333
HCPE-0475,760.303;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI ADULTO- 5º ANDAR;2.0;2017-09-22;Em uso;23000.0;0.0;0.3333333333333333
HCPE-0629,409.285;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;ENDOSCOPIA;2.0;2021-11-16;Em uso;1.0;0.0;0.3333333333333333
HCPE-0091,762.397;ESTIMULADOR ELETRICO N P ANALGESIA TRANSCUTANEO;NEURODYN II;IBRAMED;CENTRAL DE EQUIPAMENTOS (CE);2.0;2017-09-29;Em uso;1999.99;0.0;0.3333333333333333
HCPE-0093,762.390;ESTIMULADOR ELETRICO N P ANALGESIA TRANSCUTANEO;NEURODYN II;IBRAMED;AMBULATÓRIO DE FISIOTERAPIA;2.0;2017-09-29;Em uso;1999.99;0.0;0.3333333333333333
HCPE-0095,;ESTIMULADOR ELETRICO N P ANALGESIA TRANSCUTANEO;NEURODYN II;IBRAMED;AMBULATÓRIO DE FISIOTERAPIA;2.0;2017-09-29;Em uso;1999.99;0.0;0.3333333333333333
HCPE-3800;ESFIGMOMANOMETRO ANEROIDE;HOSPITALAR RODIZIOS;WENZHOU KANGJU;AMBULATÓRIO DE FISIOTERAPIA;2.0;2018-01-01;Em uso;0.0;0.0;0.3333333333333333
HCPE-0017,405.803;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;AMBULATÓRIO DE CARDIOLOGIA;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-3460;ESFIGMOMANOMETRO ANEROIDE;HOSPITALAR RODIZIOS;WENZHOU KANGJU;CENTRAL DE EQUIPAMENTOS;2.0;2022-12-12;Em uso;410.0;0.0;0.3333333333333333
HCPE-3462;ESFIGMOMANOMETRO ANEROIDE;HOSPITALAR RODIZIOS;WENZHOU KANGJU;CENTRAL DE EQUIPAMENTOS;2.0;2022-12-12;Em uso;410.0;0.0;0.3333333333333333
HCPE-3469;ESFIGMOMANOMETRO ANEROIDE;HOSPITALAR RODIZIOS;WENZHOU KANGJU;CENTRAL DE EQUIPAMENTOS;2.0;2022-12-12;Em uso;410.0;0.0;0.3333333333333333
HCPE-3473;ESFIGMOMANOMETRO ANEROIDE;HOSPITALAR RODIZIOS;WENZHOU KANGJU;CENTRAL DE EQUIPAMENTOS;2.0;2022-12-12;Em uso;410.0;0.0;0.3333333333333333
HCPE-3476;ESFIGMOMANOMETRO ANEROIDE;HOSPITALAR RODIZIOS;WENZHOU KANGJU;CENTRAL DE EQUIPAMENTOS;2.0;2023-02-27;Em uso;410.0;0.0;0.3333333333333333
HCPE-3479;ESFIGMOMANOMETRO ANEROIDE;HOSPITALAR RODIZIOS;WENZHOU KANGJU;CENTRAL DE EQUIPAMENTOS;2.0;2023-02-27;Em uso;410.0;0.0;0.3333333333333333
